,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
452,Jiwani,PK,25.05,61.7417,76.89,67,0,11.14,clear sky,2021-12-04 17:29:10
453,Leiyang,CN,26.4024,112.8591,50.32,65,14,0.78,few clouds,2021-12-04 17:29:11
454,Baiquan,CN,47.5833,126.0833,9.32,87,10,12.75,clear sky,2021-12-04 17:29:11
455,Damara,CF,4.9608,18.7035,84.83,48,53,1.68,broken clouds,2021-12-04 17:29:11
456,Imbituba,BR,-28.24,-48.6703,76.89,66,54,15.39,broken clouds,2021-12-04 17:29:12
457,Vardo,NO,70.3705,31.1107,21.7,72,9,16.69,clear sky,2021-12-04 17:29:12
458,Yalta,UA,44.5,34.1667,51.62,88,100,4.21,overcast clouds,2021-12-04 17:29:12
459,Lorengau,PG,-2.0226,147.2712,82.36,82,99,18.57,overcast clouds,2021-12-04 17:29:13
460,Batemans Bay,AU,-35.7167,150.1833,61.11,72,100,8.79,overcast clouds,2021-12-04 17:29:13
461,Dondo,MZ,-19.6094,34.7431,81.01,63,0,12.39,clear sky,2021-12-04 17:29:13
462,Camacha,PT,33.0833,-16.3333,63.54,59,40,14.97,scattered clouds,2021-12-04 17:30:14
463,Tarakan,ID,3.3,117.6333,79.41,84,99,1.54,light rain,2021-12-04 17:30:14
464,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,100,75,0.0,light shower snow,2021-12-04 17:30:14
465,Sun City West,US,33.662,-112.3413,73.11,32,1,1.99,clear sky,2021-12-04 17:30:15
466,Tigil,RU,57.8,158.6667,24.31,97,100,1.9,light snow,2021-12-04 17:30:15
467,Karak,JO,31.1667,35.75,57.92,31,100,2.37,overcast clouds,2021-12-04 17:30:15
468,Linkoping,SE,58.4109,15.6216,22.39,96,0,3.44,clear sky,2021-12-04 17:30:16
469,Emerald,AU,-23.5333,148.1667,75.34,70,6,0.0,clear sky,2021-12-04 17:29:23
470,Beni,CD,0.5,29.4667,66.45,89,92,3.09,light rain,2021-12-04 17:30:16
471,Charters Towers,AU,-20.1,146.2667,74.61,79,0,4.25,clear sky,2021-12-04 17:30:17
472,Beipiao,CN,41.7919,120.7792,26.76,91,6,3.91,clear sky,2021-12-04 17:30:17
473,Teya,RU,60.3778,92.6267,10.26,87,99,9.24,overcast clouds,2021-12-04 17:30:17
474,Strezhevoy,RU,60.7333,77.5889,13.98,96,100,5.28,overcast clouds,2021-12-04 17:30:18
475,Natal,BR,-5.795,-35.2094,88.45,62,75,17.27,broken clouds,2021-12-04 17:26:15
476,Kishi,NG,9.0833,3.85,83.25,18,95,4.63,overcast clouds,2021-12-04 17:30:18
477,Fjerritslev,DK,57.0813,9.2664,34.27,88,100,23.33,overcast clouds,2021-12-04 17:30:19
478,Sendafa,ET,9.15,39.0333,50.29,67,1,3.49,clear sky,2021-12-04 17:30:19
479,Comodoro Rivadavia,AR,-45.8667,-67.5,73.26,20,0,13.8,clear sky,2021-12-04 17:30:01
480,Zachary,US,30.6485,-91.1565,77.74,91,2,3.27,clear sky,2021-12-04 17:30:19
481,Cusuna,HN,15.85,-85.2333,73.54,96,100,1.39,overcast clouds,2021-12-04 17:30:20
482,Cidreira,BR,-30.1811,-50.2056,73.18,73,68,17.83,broken clouds,2021-12-04 17:26:36
483,Soe,ID,-9.8607,124.284,68.11,84,100,2.62,overcast clouds,2021-12-04 17:30:20
484,Bilibino,RU,68.0546,166.4372,-39.28,100,98,4.56,overcast clouds,2021-12-04 17:30:21
485,Manasa,IN,24.4837,75.2687,65.88,58,4,5.55,clear sky,2021-12-04 17:30:21
486,Dickinson,US,29.4608,-95.0513,79.03,86,75,5.01,broken clouds,2021-12-04 17:30:21
487,Kupang,ID,-10.1667,123.5833,80.47,79,100,4.97,overcast clouds,2021-12-04 17:30:22
488,Kipushi,CD,-11.7667,27.2333,70.61,45,7,3.49,clear sky,2021-12-04 17:30:22
489,Tobermory,CA,45.2501,-81.6665,32.31,62,100,32.84,overcast clouds,2021-12-04 17:30:22
490,Babu,CN,24.4167,111.5167,49.21,60,12,2.26,few clouds,2021-12-04 17:30:23
491,Peace River,CA,56.2501,-117.286,-3.69,71,90,16.11,light snow,2021-12-04 17:27:25
492,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,81.09,80,100,1.88,moderate rain,2021-12-04 17:30:23
493,Rapid Valley,US,44.0625,-103.1463,31.05,75,90,11.5,overcast clouds,2021-12-04 17:30:24
494,Sukhumi,GE,43.0033,41.0153,53.98,52,75,6.13,broken clouds,2021-12-04 17:30:24
495,Mankato,US,44.1636,-93.9994,34.93,34,100,5.59,overcast clouds,2021-12-04 17:30:24
496,Krivosheino,RU,57.3431,83.9261,19.71,91,99,9.8,overcast clouds,2021-12-04 17:30:25
497,Kendari,ID,-3.945,122.4989,76.06,92,100,2.86,overcast clouds,2021-12-04 17:30:25
498,Avera,US,33.194,-82.5271,71.11,49,91,8.28,overcast clouds,2021-12-04 17:30:25
499,Hofn,IS,64.2539,-15.2082,32.13,56,0,12.21,clear sky,2021-12-04 17:30:26
500,Odlabari,IN,26.8333,88.6167,66.29,74,65,4.52,broken clouds,2021-12-04 17:30:26
501,Kirkenaer,NO,60.4564,12.0582,20.44,97,96,3.15,overcast clouds,2021-12-04 17:30:26
502,Sibu,MY,2.3,111.8167,77.31,94,40,1.99,scattered clouds,2021-12-04 17:30:27
503,Sinnamary,GF,5.3833,-52.95,76.78,90,100,3.85,overcast clouds,2021-12-04 17:30:27
504,Hurghada,EG,27.2574,33.8129,71.64,64,0,0.0,clear sky,2021-12-04 17:30:27
505,Chimore,BO,-16.9833,-65.1333,86.27,75,97,1.14,overcast clouds,2021-12-04 17:30:28
506,Ertil,RU,51.8406,40.8056,28.94,86,100,5.55,overcast clouds,2021-12-04 17:30:28
507,Tupik,RU,54.4253,119.9327,8.78,90,100,2.17,overcast clouds,2021-12-04 17:31:28
508,Salym,RU,60.0625,71.4789,19.24,96,100,5.97,snow,2021-12-04 17:31:29
509,Batagay-Alyta,RU,67.8006,130.4114,-28.71,100,100,2.3,overcast clouds,2021-12-04 17:31:29
510,Nicoya,CR,10.1483,-85.452,87.35,56,21,8.88,few clouds,2021-12-04 17:31:29
511,Tabou,CI,4.423,-7.3528,81.43,77,32,8.16,scattered clouds,2021-12-04 17:31:30
512,Kalisz,PL,51.7611,18.091,29.71,80,96,7.99,overcast clouds,2021-12-04 17:31:30
513,Panguna,PG,-6.3164,155.4848,68.74,96,89,1.81,overcast clouds,2021-12-04 17:31:31
514,Matara,LK,5.9485,80.5353,76.73,89,50,4.45,scattered clouds,2021-12-04 17:31:31
515,Sarangani,PH,5.4033,125.4636,82.33,73,69,8.84,broken clouds,2021-12-04 17:31:31
516,Marang,MY,5.2056,103.2059,75.11,82,90,4.36,overcast clouds,2021-12-04 17:31:32
517,Iranshahr,IR,27.2025,60.6848,64.74,32,0,4.61,clear sky,2021-12-04 17:31:32
518,Sola,VU,-13.8833,167.55,79.2,79,100,12.8,overcast clouds,2021-12-04 17:31:32
519,Nhulunbuy,AU,-12.2333,136.7667,83.01,83,100,4.61,overcast clouds,2021-12-04 17:31:33
520,Kapoeta,SS,4.7717,33.5903,86.77,34,81,9.91,broken clouds,2021-12-04 17:31:33
521,Kurtamysh,RU,54.9103,64.4319,32.45,89,70,16.53,broken clouds,2021-12-04 17:31:33
522,Port Macquarie,AU,-31.4333,152.9167,66.16,94,90,18.41,overcast clouds,2021-12-04 17:31:34
523,Vila Franca Do Campo,PT,37.7167,-25.4333,66.61,77,79,1.83,broken clouds,2021-12-04 17:31:34
524,Lannion,FR,48.75,-3.4167,46.38,76,90,24.16,overcast clouds,2021-12-04 17:31:34
525,Maryborough,AU,-25.5333,152.7,68.22,92,83,4.52,moderate rain,2021-12-04 17:31:35
526,Aquiraz,BR,-3.9014,-38.3911,87.89,64,26,13.76,scattered clouds,2021-12-04 17:31:35
527,Irbil,IQ,36.1926,44.0106,51.62,62,100,0.0,overcast clouds,2021-12-04 17:29:31
528,Panzhihua,CN,26.5851,101.7128,53.47,89,85,1.1,overcast clouds,2021-12-04 17:31:36
529,Pa Sang,TH,18.5262,98.9394,66.49,86,36,0.45,scattered clouds,2021-12-04 17:31:36
530,Celestun,MX,20.8667,-90.4,81.34,59,42,7.58,scattered clouds,2021-12-04 17:31:37
531,Lata,PT,40.1629,-8.3327,53.06,91,42,3.94,scattered clouds,2021-12-04 17:31:37
532,Pagudpud,PH,18.5616,120.7868,71.24,82,96,17.72,overcast clouds,2021-12-04 17:31:37
533,Aykhal,RU,66.0,111.5,-12.59,97,100,9.75,overcast clouds,2021-12-04 17:31:38
534,Erice,IT,38.037,12.5865,50.47,88,40,13.8,scattered clouds,2021-12-04 17:31:38
535,Te Anau,NZ,-45.4167,167.7167,57.31,95,99,3.78,overcast clouds,2021-12-04 17:31:39
536,Kostrzyn,PL,52.3985,17.2281,34.99,81,98,5.99,overcast clouds,2021-12-04 17:31:39
537,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,80.4,83,75,2.3,broken clouds,2021-12-04 17:31:39
538,Beyneu,KZ,45.3167,55.2,34.2,75,62,10.58,broken clouds,2021-12-04 17:31:40
539,Matagami,CA,49.7502,-77.6328,1.51,78,20,2.3,few clouds,2021-12-04 17:31:40
540,Honningsvag,NO,70.9821,25.9704,23.76,81,12,29.08,few clouds,2021-12-04 17:31:40
541,Simitli,BG,41.8833,23.1167,44.78,89,36,1.9,scattered clouds,2021-12-04 17:31:41
542,Porto Novo,BJ,6.4965,2.6036,85.82,74,81,8.61,broken clouds,2021-12-04 17:31:41
543,Krasnoselkup,RU,65.7,82.4667,-15.38,96,100,4.94,overcast clouds,2021-12-04 17:31:41
544,Amantea,IT,39.1332,16.0746,57.15,68,70,15.41,broken clouds,2021-12-04 17:31:42
545,Visnes,NO,59.3556,5.2242,39.22,69,0,19.57,clear sky,2021-12-04 17:31:42
546,Turukhansk,RU,65.8167,87.9833,-36.63,100,96,4.76,overcast clouds,2021-12-04 17:30:53
547,Caraquet,CA,47.7941,-64.9386,23.54,66,13,15.41,few clouds,2021-12-04 17:31:43
548,Mega,ET,4.05,38.3,61.0,78,28,11.12,scattered clouds,2021-12-04 17:31:43
549,Biak,ID,-0.9131,122.8766,76.8,84,100,2.44,overcast clouds,2021-12-04 17:31:43
550,Tagusao,PH,9.1924,117.8141,78.03,82,100,4.07,overcast clouds,2021-12-04 17:31:44
551,Wuning,CN,29.2589,120.2311,44.55,72,100,3.29,overcast clouds,2021-12-04 17:31:44
552,Vestmannaeyjar,IS,63.4427,-20.2734,32.99,69,0,8.05,clear sky,2021-12-04 17:31:44
553,Mitha Tiwana,PK,32.2486,72.1108,62.82,28,3,1.54,clear sky,2021-12-04 17:31:45
554,Derbent,RU,42.0678,48.2899,47.28,74,2,11.68,clear sky,2021-12-04 17:31:45
555,Carmagnola,IT,44.847,7.718,43.95,66,17,2.13,few clouds,2021-12-04 17:32:45
556,Gizo,SB,-8.103,156.8419,82.49,78,90,7.56,overcast clouds,2021-12-04 17:32:46
557,Rovaniemi,FI,66.5,25.7167,4.41,85,0,8.05,clear sky,2021-12-04 17:32:46
558,Homer,US,59.6425,-151.5483,17.76,85,75,4.61,broken clouds,2021-12-04 17:32:47
559,Hermosillo,MX,29.0667,-110.9667,77.85,33,75,3.0,broken clouds,2021-12-04 17:28:29
560,Phan Thiet,VN,10.9333,108.1,69.03,83,75,5.86,broken clouds,2021-12-04 17:32:47
561,Mezen,RU,65.8522,44.24,-2.0,91,6,6.26,clear sky,2021-12-04 17:32:47
562,Springbok,ZA,-29.6643,17.8865,52.52,90,69,11.79,light rain,2021-12-04 17:32:48
563,Aiquile,BO,-18.2041,-65.1807,74.28,49,80,12.44,broken clouds,2021-12-04 17:32:48
564,Motygino,RU,58.1831,94.7592,20.89,92,100,11.79,overcast clouds,2021-12-04 17:32:48
565,Huarmey,PE,-10.0681,-78.1522,71.98,75,79,10.36,broken clouds,2021-12-04 17:32:49
566,Laibin,CN,23.7,109.2667,55.18,42,40,4.5,scattered clouds,2021-12-04 17:32:49
567,Prado,BR,-17.3411,-39.2208,79.74,74,10,7.16,light rain,2021-12-04 17:32:50
568,Tucurui,BR,-3.7661,-49.6725,82.26,74,100,1.45,overcast clouds,2021-12-04 17:32:50
569,Krasnyy Kommunar,RU,51.9644,55.3668,33.87,74,75,17.9,broken clouds,2021-12-04 17:32:50
570,Tunceli,TR,39.1083,39.5471,34.66,54,41,4.0,scattered clouds,2021-12-04 17:32:51
571,Korla,CN,41.7597,86.1469,28.9,59,100,4.05,overcast clouds,2021-12-04 17:32:51
572,Carutapera,BR,-1.195,-46.02,86.14,60,93,8.86,overcast clouds,2021-12-04 17:32:51
573,Camopi,GF,3.1655,-52.3158,80.33,91,83,3.47,broken clouds,2021-12-04 17:32:52
574,Asau,RO,46.4333,26.4,31.95,79,65,3.78,broken clouds,2021-12-04 17:32:52
575,Rocha,UY,-34.4833,-54.3333,74.89,51,90,13.65,overcast clouds,2021-12-04 17:32:52
576,Weihe,CN,32.9952,105.3247,39.07,65,0,4.12,clear sky,2021-12-04 17:32:53
577,Dalvik,IS,65.9702,-18.5286,12.13,86,83,4.7,broken clouds,2021-12-04 17:32:53
578,Mitsamiouli,KM,-11.3847,43.2844,84.49,61,20,12.66,light rain,2021-12-04 17:32:54
579,Mogadishu,SO,2.0371,45.3438,80.53,75,1,18.21,clear sky,2021-12-04 17:32:54
580,Porto Santo,PT,33.072,-16.3415,66.11,59,40,14.97,scattered clouds,2021-12-04 17:32:54
581,Usinsk,RU,65.9939,57.5281,-12.82,89,9,13.02,clear sky,2021-12-04 17:32:55
582,Westport,US,41.1415,-73.3579,48.97,57,1,1.01,clear sky,2021-12-04 17:30:13
583,Xiuyan,CN,40.2928,123.2744,28.47,51,0,2.37,clear sky,2021-12-04 17:32:55
584,Abbeville,FR,50.1,1.8333,46.36,66,29,15.28,scattered clouds,2021-12-04 17:30:21
585,Yuzhno-Sukhokumsk,RU,44.6581,45.6436,43.52,88,22,6.85,few clouds,2021-12-04 17:32:56
586,Kailua,US,21.4022,-157.7394,66.74,69,75,0.0,broken clouds,2021-12-04 17:32:56
587,Guapiacu,BR,-20.795,-49.2203,89.89,37,75,8.05,broken clouds,2021-12-04 17:32:56
588,Alofi,NU,-19.0595,-169.9187,75.09,94,98,6.91,overcast clouds,2021-12-04 17:32:57
589,San Buenaventura,MX,27.0833,-101.5333,82.47,46,40,0.0,scattered clouds,2021-12-04 17:32:57
590,Erenhot,CN,43.6475,111.9767,25.84,48,0,14.72,clear sky,2021-12-04 17:32:57
591,Luderitz,NA,-26.6481,15.1594,62.82,81,2,7.83,clear sky,2021-12-04 17:32:58
592,Shubarkuduk,KZ,49.1447,56.4872,30.72,76,77,8.39,broken clouds,2021-12-04 17:32:58
593,Salinopolis,BR,-0.6136,-47.3561,84.18,70,98,7.92,overcast clouds,2021-12-04 17:30:44
594,Aitape,PG,-3.1374,142.3475,78.67,89,100,6.64,moderate rain,2021-12-04 17:32:59
595,Bubaque,GW,11.2833,-15.8333,81.48,70,9,10.0,clear sky,2021-12-04 17:32:59
596,Oum Hadjer,TD,13.2954,19.6966,85.15,18,0,8.97,clear sky,2021-12-04 17:33:00
597,Makakilo City,US,21.3469,-158.0858,65.28,81,20,5.75,few clouds,2021-12-04 17:33:00
598,Haines Junction,CA,60.7522,-137.5108,-31.05,75,79,1.14,broken clouds,2021-12-04 17:33:00
599,Paamiut,GL,61.994,-49.6678,36.97,81,91,35.93,light rain,2021-12-04 17:33:01
600,Atambua,ID,-9.1061,124.8925,74.52,91,100,1.68,overcast clouds,2021-12-04 17:34:01
601,Lakatoro,VU,-16.0999,167.4164,78.75,81,99,5.41,overcast clouds,2021-12-04 17:34:01
602,Conceicao Do Araguaia,BR,-8.2578,-49.2647,80.26,85,99,5.19,moderate rain,2021-12-04 17:34:02
603,Hualmay,PE,-11.0964,-77.6139,72.0,72,82,10.04,broken clouds,2021-12-04 17:34:02
604,Walvis Bay,NA,-22.9575,14.5053,65.08,77,0,17.38,clear sky,2021-12-04 17:34:02
605,Harrisonburg,US,38.4496,-78.8689,59.43,53,40,3.44,scattered clouds,2021-12-04 17:33:35
606,Halifax,CA,44.6453,-63.5724,32.0,55,26,5.99,scattered clouds,2021-12-04 17:33:04
607,Cravo Norte,CO,6.3017,-70.2041,93.07,38,77,10.74,broken clouds,2021-12-04 17:34:03
608,Sembe,CG,1.6481,14.5806,76.5,84,91,1.3,light rain,2021-12-04 17:34:04
609,Ende,ID,-8.8432,121.6623,78.89,85,100,6.06,moderate rain,2021-12-04 17:34:04
610,Mananjary,MG,-21.2167,48.3333,76.62,87,0,8.16,clear sky,2021-12-04 17:34:04
611,Chake Chake,TZ,-5.2459,39.7666,78.96,81,26,6.31,scattered clouds,2021-12-04 17:34:05
612,Baruun-Urt,MN,46.6806,113.2792,22.75,40,10,16.64,clear sky,2021-12-04 17:34:05
613,Traverse City,US,44.7631,-85.6206,36.34,54,75,25.32,broken clouds,2021-12-04 17:32:11
614,Laukaa,RU,58.7372,29.8453,10.89,97,75,4.41,broken clouds,2021-12-04 17:34:06
615,Labuhan,ID,-6.8844,112.2051,77.23,85,100,14.43,very heavy rain,2021-12-04 17:34:06
616,Lima,PE,-12.0432,-77.0282,68.25,73,90,10.36,overcast clouds,2021-12-04 17:33:59
617,Oktyabrskoye,RU,43.0645,44.7417,32.14,86,12,4.47,few clouds,2021-12-04 17:34:07
618,Nizwa,OM,22.9333,57.5333,69.39,48,1,3.38,clear sky,2021-12-04 17:34:07
619,Mayo,US,38.8876,-76.5119,59.41,56,1,5.01,clear sky,2021-12-04 17:34:07
620,Ushtobe,KZ,45.2514,77.9838,40.17,69,100,10.83,overcast clouds,2021-12-04 17:34:08
621,Luga,RU,58.7372,29.8453,10.89,97,75,4.41,broken clouds,2021-12-04 17:34:08
622,Seoul,KR,37.5683,126.9778,26.2,74,0,2.3,clear sky,2021-12-04 17:30:07
623,Jashpurnagar,IN,22.9,84.15,57.56,79,89,4.7,overcast clouds,2021-12-04 17:34:09
624,Mapiripan,CO,2.8892,-72.1256,88.68,52,80,9.06,broken clouds,2021-12-04 17:34:09
625,Marzuq,YE,14.4,46.4667,62.58,30,0,0.65,clear sky,2021-12-04 17:34:09
626,Kilimatinde,TZ,-5.85,34.95,76.71,50,78,7.7,broken clouds,2021-12-04 17:34:10
627,Trinitapoli,IT,41.3572,16.0874,52.38,66,25,7.92,scattered clouds,2021-12-04 17:34:10
628,Balikpapan,ID,-1.2675,116.8289,75.36,91,87,3.22,overcast clouds,2021-12-04 17:34:11
629,Jining,CN,35.405,116.5814,40.95,51,2,6.42,clear sky,2021-12-04 17:34:11
630,Awjilah,LY,29.1081,21.2869,57.6,32,0,13.11,clear sky,2021-12-04 17:34:11
631,Shahdol,IN,23.2833,81.35,61.25,54,6,1.07,clear sky,2021-12-04 17:34:12
632,Kutum,SD,14.2,24.6667,73.42,23,1,5.53,clear sky,2021-12-04 17:34:12
633,Tutoia,BR,-2.7619,-42.2744,91.38,66,56,15.48,broken clouds,2021-12-04 17:34:13
634,Ondangwa,NA,-17.9167,15.95,82.94,43,68,22.62,broken clouds,2021-12-04 17:34:13
635,Camacupa,AO,-12.0167,17.4833,64.67,94,80,7.47,light rain,2021-12-04 17:34:13
636,Praia Da Vitoria,PT,38.7333,-27.0667,66.45,82,40,4.07,scattered clouds,2021-12-04 17:34:14
637,Kosonsoy,UZ,41.2561,71.5508,36.16,29,100,1.48,overcast clouds,2021-12-04 17:34:14
638,Nueve De Julio,AR,-35.4444,-60.8831,61.39,89,100,7.63,overcast clouds,2021-12-04 17:30:32
639,Freeport,US,40.6576,-73.5832,50.02,55,1,1.99,clear sky,2021-12-04 17:34:15
640,Parrita,CR,9.5201,-84.3225,92.98,70,9,7.63,clear sky,2021-12-04 17:34:15
641,Raudeberg,NO,61.9875,5.1352,36.86,81,93,4.0,light rain,2021-12-04 17:34:15
642,Srednekolymsk,RU,67.45,153.6833,-38.45,100,59,3.29,broken clouds,2021-12-04 17:34:16
643,Gweta,BW,-20.1833,25.2333,92.66,22,84,2.13,broken clouds,2021-12-04 17:34:16
644,San Lorenzo,PY,-25.3333,-57.5333,95.94,21,0,0.0,clear sky,2021-12-04 17:34:16
645,Asfi,MA,32.2994,-9.2372,61.86,62,0,16.11,clear sky,2021-12-04 17:34:17
646,Buchanan,LR,5.8808,-10.0467,87.76,76,94,9.22,overcast clouds,2021-12-04 17:35:17
647,Ropczyce,PL,50.0523,21.6089,37.24,67,100,8.97,light snow,2021-12-04 17:35:18
648,Chapais,CA,49.7834,-74.8492,1.18,79,97,4.09,overcast clouds,2021-12-04 17:35:18
649,Yerofey Pavlovich,RU,53.9667,121.9667,1.0,95,72,1.77,broken clouds,2021-12-04 17:35:19
650,Razole,IN,16.4833,81.8333,77.29,81,99,3.22,light rain,2021-12-04 17:35:19
651,Nome,US,64.5011,-165.4064,-5.46,100,89,3.8,overcast clouds,2021-12-04 17:35:19
652,Valdivia,CL,-39.8142,-73.2459,71.69,22,0,5.66,clear sky,2021-12-04 17:35:20
653,Puerto Madryn,AR,-42.7692,-65.0385,79.39,27,0,24.38,clear sky,2021-12-04 17:35:20
654,Dubbo,AU,-32.25,148.6167,57.33,88,0,8.05,clear sky,2021-12-04 17:34:48
655,Elko,US,41.0002,-115.5012,47.1,35,3,6.76,clear sky,2021-12-04 17:35:21
656,Kasama,ZM,-10.2129,31.1808,79.21,27,46,6.46,scattered clouds,2021-12-04 17:35:21
657,Bull Savanna,JM,17.8868,-77.5902,81.3,68,98,9.98,overcast clouds,2021-12-04 17:35:21
658,Kristiansund,NO,63.1115,7.732,34.45,80,75,11.5,broken clouds,2021-12-04 17:34:54
659,Bereda,ES,43.2686,-7.5406,49.91,100,86,3.33,overcast clouds,2021-12-04 17:35:22
660,Odweyne,SO,9.4092,45.064,63.3,68,1,8.9,clear sky,2021-12-04 17:35:22
661,Tanete,ID,-3.9443,119.7848,75.58,91,100,3.09,overcast clouds,2021-12-04 17:35:23
662,Mareeba,AU,-17.0,145.4333,70.52,87,82,2.33,broken clouds,2021-12-04 17:35:23
663,Beloha,MG,-25.1667,45.05,77.49,62,0,5.64,clear sky,2021-12-04 17:35:23
664,Tarko-Sale,RU,64.9225,77.785,-8.72,98,100,6.53,overcast clouds,2021-12-04 17:35:24
665,Izhma,RU,65.0083,53.9113,-2.42,82,100,9.89,overcast clouds,2021-12-04 17:35:24
666,Huangnihe,CN,43.5583,128.0239,6.51,88,11,2.33,few clouds,2021-12-04 17:35:24
667,Opuwo,NA,-18.0607,13.84,77.18,26,57,13.53,broken clouds,2021-12-04 17:35:25
668,Yerbogachen,RU,61.2767,108.0108,20.66,88,100,15.46,light snow,2021-12-04 17:35:25
669,Sneek,NL,53.033,5.6589,43.92,97,100,1.01,overcast clouds,2021-12-04 17:35:26
670,Gurupi,BR,-11.7292,-49.0686,83.48,71,100,4.94,moderate rain,2021-12-04 17:35:26
671,Pattukkottai,IN,10.4333,79.3167,77.31,83,17,2.53,few clouds,2021-12-04 17:35:26
672,Shenkursk,RU,62.1091,42.896,6.13,92,100,10.92,light snow,2021-12-04 17:35:27
673,Isiro,CD,2.7739,27.616,69.26,89,75,1.61,broken clouds,2021-12-04 17:35:27
674,Filadelfia,US,39.9523,-75.1638,49.93,61,75,3.0,broken clouds,2021-12-04 17:32:19
675,Mao,ES,39.8885,4.2658,55.96,76,20,6.91,few clouds,2021-12-04 17:35:27
676,Guarda,PT,40.5373,-7.2658,41.45,95,50,6.58,scattered clouds,2021-12-04 17:35:28
677,Faya,SA,18.3851,42.4509,59.11,33,2,3.62,clear sky,2021-12-04 17:35:28
678,Mawlaik,MM,23.6333,94.4167,71.58,78,99,1.52,overcast clouds,2021-12-04 17:35:28
679,Yarmouth,US,41.7057,-70.2286,43.25,54,90,8.05,overcast clouds,2021-12-04 17:35:29
