City_ID,City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
268,268,Tarakan,ID,2021-11-29 00:33:12,3.3,117.6333,78.3,89,75,6.91
269,269,Riachao Do Dantas,BR,2021-11-29 00:28:12,-11.0689,-37.725,72.32,93,100,5.28
270,270,Huarmey,PE,2021-11-29 00:33:12,-10.0681,-78.1522,67.12,84,100,8.39
271,271,Kita,ML,2021-11-29 00:33:13,13.0349,-9.4895,76.08,23,6,4.34
272,272,Shingu,JP,2021-11-29 00:33:13,33.7333,135.9833,54.59,53,5,0.92
273,273,Eyl,SO,2021-11-29 00:33:14,7.9803,49.8164,74.46,75,49,12.88
274,274,Dunedin,NZ,2021-11-29 00:32:27,-45.8742,170.5036,65.03,53,52,7.05
275,275,West Wendover,US,2021-11-29 00:33:14,40.7391,-114.0733,42.01,42,1,0.0
276,276,Vinh,VN,2021-11-29 00:33:14,18.6667,105.6667,68.56,76,100,4.9
277,277,Santa Maria,BR,2021-11-29 00:33:15,-29.6842,-53.8069,72.7,83,75,5.75
278,278,Sinnamary,GF,2021-11-29 00:33:15,5.3833,-52.95,77.27,90,97,9.08
279,279,Yarada,IN,2021-11-29 00:34:15,17.65,83.2667,77.32,65,90,4.61
280,280,San Quintin,MX,2021-11-29 00:34:16,30.4833,-115.95,65.23,56,0,10.02
281,281,Kyzyl,RU,2021-11-29 00:34:16,51.7,94.45,4.05,98,98,0.65
282,282,Amahai,ID,2021-11-29 00:34:16,-3.3333,128.9167,85.44,67,80,2.3
283,283,San Policarpo,PH,2021-11-29 00:34:17,12.1791,125.5072,82.45,82,100,10.94
284,284,Sabha,LY,2021-11-29 00:34:17,27.0377,14.4283,68.94,25,100,11.68
285,285,Cherskiy,RU,2021-11-29 00:34:18,68.75,161.3,-17.39,98,100,5.95
286,286,Tessalit,ML,2021-11-29 00:34:18,20.1986,1.0114,70.9,31,100,10.02
287,287,Ewo,CG,2021-11-29 00:34:18,-0.8725,14.8206,73.31,87,92,1.28
288,288,Kottagudem,IN,2021-11-29 00:34:19,17.55,80.6333,70.25,89,100,3.49
289,289,Tahoua,NE,2021-11-29 00:34:19,14.8888,5.2692,73.17,14,100,11.52
290,290,Hagere Hiywet,ET,2021-11-29 00:34:19,8.9833,37.85,50.58,71,0,5.64
291,291,Sabang,ID,2021-11-29 00:34:20,5.8933,95.3214,79.74,76,100,3.58
292,292,Salinopolis,BR,2021-11-29 00:34:20,-0.6136,-47.3561,81.1,78,70,10.07
293,293,Neiafu,TO,2021-11-29 00:34:20,-18.65,-173.9833,83.08,61,20,12.66
294,294,Kunya,NG,2021-11-29 00:34:21,12.2233,8.5325,69.28,18,49,6.6
295,295,Mirnyy,RU,2021-11-29 00:34:21,62.5353,113.9611,-20.0,100,100,2.24
296,296,Lac Du Bonnet,CA,2021-11-29 00:34:21,50.2536,-96.0612,21.24,92,100,4.32
297,297,Kahului,US,2021-11-29 00:34:22,20.8947,-156.47,84.22,54,40,23.02
298,298,Olinda,BR,2021-11-29 00:34:22,-8.0089,-34.8553,82.13,74,40,8.05
299,299,Ilulissat,GL,2021-11-29 00:34:23,69.2167,-51.1,23.02,54,100,2.3
300,300,Palu,ID,2021-11-29 00:34:23,-0.8917,119.8707,78.26,93,100,2.62
301,301,Tynda,RU,2021-11-29 00:34:23,55.1667,124.7167,-5.8,88,95,1.45
302,302,Kamaishi,JP,2021-11-29 00:34:24,39.2667,141.8833,32.95,56,84,7.05
303,303,Nanortalik,GL,2021-11-29 00:34:24,60.1432,-45.2371,38.93,97,100,11.63
304,304,Cedar City,US,2021-11-29 00:34:24,37.6775,-113.0619,54.57,28,1,3.44
305,305,Asmara,ER,2021-11-29 00:34:25,15.3333,38.9333,51.69,92,73,6.82
306,306,Kostomuksha,RU,2021-11-29 00:34:25,64.571,30.5767,4.69,98,99,0.78
307,307,Beloha,MG,2021-11-29 00:34:25,-25.1667,45.05,63.63,68,0,13.2
308,308,Hurghada,EG,2021-11-29 00:34:26,27.2574,33.8129,74.75,28,7,10.98
309,309,Sola,VU,2021-11-29 00:34:26,-13.8833,167.55,83.07,84,90,0.0
310,310,Sokone,SN,2021-11-29 00:34:27,13.8833,-16.3667,82.29,24,100,14.56
311,311,Leningradskiy,RU,2021-11-29 00:34:27,69.3833,178.4167,-20.47,94,67,11.83
312,312,Weihe,CN,2021-11-29 00:34:27,32.9952,105.3247,34.95,58,97,8.72
313,313,Ahuimanu,US,2021-11-29 00:34:28,21.4447,-157.8378,83.91,58,75,14.97
314,314,Isangel,VU,2021-11-29 00:34:28,-19.55,169.2667,83.68,69,52,8.46
315,315,Uporovo,RU,2021-11-29 00:32:09,56.3109,66.2693,21.24,75,96,11.12
316,316,Shankargarh,IN,2021-11-29 00:34:28,25.1833,81.6167,59.16,50,20,2.53
317,317,Lar,IN,2021-11-29 00:34:29,26.2039,83.9717,62.24,57,50,3.74
318,318,Gat,IL,2021-11-29 00:34:29,31.61,34.7642,57.88,34,29,2.75
319,319,Tubuala,PA,2021-11-29 00:34:30,9.5167,-79.0333,78.91,84,100,9.37
320,320,Yabelo,ET,2021-11-29 00:34:30,4.8833,38.0833,57.27,82,6,7.7
321,321,Longhua,CN,2021-11-29 00:34:30,23.6137,114.1919,66.65,57,0,3.71
322,322,Tautira,PF,2021-11-29 00:34:31,-17.7333,-149.15,82.42,80,74,17.72
323,323,Mandalgovi,MN,2021-11-29 00:34:31,45.7625,106.2708,16.29,87,100,12.57
324,324,Ishigaki,JP,2021-11-29 00:34:31,24.3448,124.1572,71.73,83,75,17.27
325,325,Dali,CN,2021-11-29 00:35:32,25.7,100.1833,47.41,69,11,1.1
326,326,Ponta Delgada,PT,2021-11-29 00:35:32,37.7333,-25.6667,59.72,77,75,8.05
327,327,Maceio,BR,2021-11-29 00:33:53,-9.6658,-35.7353,81.84,78,40,3.44
328,328,Sitka,US,2021-11-29 00:35:32,57.0531,-135.33,33.69,80,75,16.11
329,329,College,US,2021-11-29 00:35:33,64.8569,-147.8028,-20.54,68,40,0.0
330,330,Longyearbyen,SJ,2021-11-29 00:35:33,78.2186,15.6401,10.24,61,75,21.85
331,331,Clyde River,CA,2021-11-29 00:35:34,70.4692,-68.5914,-3.77,77,89,21.85
332,332,Pringsewu,ID,2021-11-29 00:35:34,-5.3582,104.9744,73.53,95,100,3.78
333,333,Yumen,CN,2021-11-29 00:31:44,40.2833,97.2,21.29,37,0,12.37
334,334,Rosarito,MX,2021-11-29 00:33:57,32.3333,-117.0333,79.23,64,0,6.76
335,335,Nampa,US,2021-11-29 00:33:42,43.5407,-116.5635,49.39,76,1,0.0
336,336,Touros,BR,2021-11-29 00:35:35,-5.1989,-35.4608,83.3,78,51,11.12
337,337,Harper,LR,2021-11-29 00:31:40,4.375,-7.7169,78.94,83,7,6.98
338,338,Sorong,ID,2021-11-29 00:35:35,-0.8833,131.25,83.57,73,99,5.93
339,339,Kihurio,TZ,2021-11-29 00:35:36,-4.4667,38.0667,70.54,93,37,3.33
340,340,Palaikastron,GR,2021-11-29 00:35:36,35.2,26.25,69.3,75,100,18.32
341,341,Labuan,MY,2021-11-29 00:35:36,5.2767,115.2417,79.16,89,20,2.3
342,342,Matara,LK,2021-11-29 00:35:37,5.9485,80.5353,75.69,90,100,2.13
343,343,Ankara,TR,2021-11-29 00:32:40,39.9199,32.8543,42.19,93,0,0.0
344,344,Gorontalo,ID,2021-11-29 00:35:37,0.5412,123.0595,75.47,97,100,3.76
345,345,Negotin,RS,2021-11-29 00:35:37,44.2264,22.5308,49.26,90,99,2.75
346,346,Bukama,CD,2021-11-29 00:35:38,-9.2,25.85,68.18,95,40,3.24
347,347,Payo,ID,2021-11-29 00:35:38,-3.7508,103.6372,79.63,71,65,1.1
348,348,Svetlyy,RU,2021-11-29 00:35:38,54.675,20.1347,33.85,99,100,8.55
349,349,Ucluelet,CA,2021-11-29 00:35:39,48.9329,-125.5528,52.11,97,100,8.59
350,350,Namie,JP,2021-11-29 00:35:39,37.4833,141.0,43.34,46,100,5.12
351,351,Timaru,NZ,2021-11-29 00:35:40,-44.4,171.25,63.73,71,14,7.92
352,352,Pangnirtung,CA,2021-11-29 00:35:40,66.1451,-65.7125,12.78,72,100,9.93
353,353,Amga,RU,2021-11-29 00:35:40,60.8953,131.9608,-2.47,95,100,5.08
354,354,Lima,PE,2021-11-29 00:35:11,-12.0432,-77.0282,64.65,77,40,11.5
355,355,Acarau,BR,2021-11-29 00:35:41,-2.8856,-40.12,80.69,79,87,15.12
356,356,Cam Ranh,VN,2021-11-29 00:35:41,11.9214,109.1591,73.36,100,75,5.75
357,357,Prince Rupert,CA,2021-11-29 00:35:16,54.3161,-130.3201,42.49,65,90,6.91
358,358,Wum,CM,2021-11-29 00:35:42,6.3833,10.0667,64.62,54,100,4.03
359,359,Ambulu,ID,2021-11-29 00:35:42,-8.345,113.6058,75.78,84,98,3.58
360,360,Saint-Georges,GD,2021-11-29 00:35:42,12.0564,-61.7485,82.08,78,20,16.11
361,361,East London,ZA,2021-11-29 00:35:43,-33.0153,27.9116,66.13,76,2,7.4
362,362,West Bay,KY,2021-11-29 00:35:43,19.3667,-81.4167,78.87,69,40,8.05
363,363,Klaksvik,FO,2021-11-29 00:35:43,62.2266,-6.589,34.72,88,100,7.61
364,364,Stokmarknes,NO,2021-11-29 00:35:44,68.5646,14.9108,28.94,72,100,7.47
365,365,Atambua,ID,2021-11-29 00:35:44,-9.1061,124.8925,81.95,65,100,1.54
366,366,Fortuna,US,2021-11-29 00:35:45,40.5982,-124.1573,54.52,94,90,0.0
367,367,Paamiut,GL,2021-11-29 00:35:45,61.994,-49.6678,37.42,85,100,22.79
368,368,Springbok,ZA,2021-11-29 00:35:45,-29.6643,17.8865,54.36,87,0,1.21
369,369,Hamilton,US,2021-11-29 00:35:46,39.1834,-84.5333,36.84,53,1,16.11
370,370,Raga,SS,2021-11-29 00:35:46,8.4596,25.678,81.37,26,100,7.2
371,371,Palmer,US,2021-11-29 00:34:18,42.1584,-72.3287,34.41,74,90,3.44
372,372,Qui Nhon,VN,2021-11-29 00:36:46,13.7667,109.2333,77.18,91,100,10.18
373,373,Pavilosta,LV,2021-11-29 00:36:47,56.8879,21.1859,33.71,90,100,9.98
374,374,Nau,TJ,2021-11-29 00:36:47,40.1525,69.3686,37.99,36,28,10.33
375,375,Smolensk,RU,2021-11-29 00:33:19,55.0,33.0,35.91,95,100,9.8
376,376,Bathsheba,BB,2021-11-29 00:36:48,13.2167,-59.5167,81.21,78,20,13.8
377,377,Jeremie,HT,2021-11-29 00:36:48,18.65,-74.1167,77.83,79,17,2.98
378,378,Gisborne,NZ,2021-11-29 00:36:48,-38.6533,178.0042,70.07,68,27,9.91
379,379,Nome,US,2021-11-29 00:36:49,64.5011,-165.4064,-19.97,98,17,4.74
380,380,Guiyang,CN,2021-11-29 00:36:49,26.5833,106.7167,46.89,93,90,4.47
381,381,Altay,CN,2021-11-29 00:36:49,47.8667,88.1167,16.3,63,0,6.87
382,382,Chongwe,ZM,2021-11-29 00:36:50,-15.3292,28.682,62.92,52,7,3.49
383,383,Port Macquarie,AU,2021-11-29 00:36:02,-31.4333,152.9167,71.56,74,85,5.73
384,384,Kamina,CD,2021-11-29 00:36:50,-8.7386,24.9906,62.55,97,98,2.62
385,385,Sinegorskiy,RU,2021-11-29 00:36:50,48.0139,40.8447,44.42,91,100,14.45
386,386,Chingirlau,KZ,2021-11-29 00:36:51,51.095,54.0814,29.05,74,100,5.23
387,387,Nadym,RU,2021-11-29 00:36:51,65.5333,72.5167,-1.05,91,100,13.96
388,388,Mahebourg,MU,2021-11-29 00:31:54,-20.4081,57.7,71.89,88,40,4.61
389,389,Ginir,ET,2021-11-29 00:36:51,7.1333,40.7,55.87,79,5,3.89
390,390,Porto Novo,BJ,2021-11-29 00:36:52,6.4965,2.6036,84.02,84,76,4.61
391,391,Treinta Y Tres,UY,2021-11-29 00:36:52,-33.2333,-54.3833,64.38,96,100,4.92
392,392,Lensk,RU,2021-11-29 00:36:52,60.7253,114.9278,3.9,98,100,2.8
393,393,Ilinskoye-Khovanskoye,RU,2021-11-29 00:36:53,56.9718,39.7684,33.13,95,100,4.29
394,394,Piney Green,US,2021-11-29 00:36:53,34.716,-77.3202,55.29,58,1,3.44
395,395,Tashtagol,RU,2021-11-29 00:36:54,52.7657,87.8894,15.42,88,100,1.21
396,396,Mumford,GH,2021-11-29 00:36:54,5.2618,-0.759,80.47,83,74,8.88
397,397,Washington,US,2021-11-29 00:33:35,47.5001,-120.5015,57.69,86,100,4.32
398,398,Constitucion,CL,2021-11-29 00:35:39,-35.3333,-72.4167,54.45,76,0,16.78
399,399,Padang,ID,2021-11-29 00:36:55,-0.9492,100.3543,78.85,77,100,1.63
400,400,Aksarka,RU,2021-11-29 00:33:15,66.5606,67.7975,4.05,96,100,7.85
401,401,Ribeira Brava,PT,2021-11-29 00:36:55,32.65,-17.0667,63.23,75,4,8.57
402,402,Kununurra,AU,2021-11-29 00:36:10,-15.7667,128.7333,91.38,52,100,3.44
403,403,Kushmurun,KZ,2021-11-29 00:36:56,52.4503,64.6311,8.4,89,100,4.32
404,404,Taldan,RU,2021-11-29 00:33:14,53.6667,124.8,3.87,66,80,2.33
405,405,Riyadh,SA,2021-11-29 00:34:41,24.6877,46.7219,57.34,36,0,6.42
406,406,Sao Joao Da Barra,BR,2021-11-29 00:34:47,-21.6403,-41.0511,72.95,89,7,2.59
407,407,Lenger,KZ,2021-11-29 00:36:56,42.183,69.8839,27.84,27,100,5.08
408,408,Itarema,BR,2021-11-29 00:36:57,-2.9248,-39.9167,80.58,78,71,14.54
409,409,Walvis Bay,,2021-11-29 00:33:00,-22.9575,14.5053,58.15,94,0,3.44
410,410,Saint-Pierre,RE,2021-11-29 00:36:57,-21.3393,55.4781,74.88,83,40,3.44
411,411,Pingxiang,CN,2021-11-29 00:36:58,27.6167,113.85,58.42,75,6,1.54
412,412,Guadalupe,MX,2021-11-29 00:36:58,25.6833,-100.25,71.65,52,75,0.0
413,413,Pangoa,PE,2021-11-29 00:36:59,-12.1167,-73.0,68.16,98,100,2.57
414,414,Aukra,NO,2021-11-29 00:36:59,62.7925,6.919,28.38,92,100,10.36
415,415,Santa Fe,AR,2021-11-29 00:38:00,-31.6333,-60.7,65.1,62,0,8.9
416,416,Vardo,NO,2021-11-29 00:38:00,70.3705,31.1107,12.4,78,100,21.43
417,417,Juneau,US,2021-11-29 00:35:19,58.3019,-134.4197,32.0,74,75,12.66
418,418,Santa Cruz,BO,2021-11-29 00:33:01,-17.8,-63.1667,72.86,94,75,5.75
419,419,Banjar,ID,2021-11-29 00:38:01,-8.19,114.9675,78.66,93,100,0.47
420,420,Nantucket,US,2021-11-29 00:38:01,41.2835,-70.0995,42.91,81,90,5.75
421,421,Houma,US,2021-11-29 00:38:01,29.5958,-90.7195,62.6,76,1,0.0
422,422,Gibara,CU,2021-11-29 00:38:02,21.1097,-76.1317,74.52,79,28,7.14
423,423,Sibolga,ID,2021-11-29 00:38:02,1.7427,98.7792,77.68,83,72,1.61
424,424,Uige,AO,2021-11-29 00:38:03,-7.6087,15.0613,66.31,97,100,2.48
425,425,Mareeba,AU,2021-11-29 00:38:03,-17.0,145.4333,79.52,46,14,8.28
426,426,Tabuk,PH,2021-11-29 00:38:03,17.4189,121.4443,79.45,78,82,3.67
427,427,Adrar,MR,2021-11-29 00:38:04,20.5022,-10.0711,58.6,43,99,10.16
428,428,Matamoros,MX,2021-11-29 00:38:04,25.5333,-103.25,68.11,34,75,6.91
429,429,Galesong,ID,2021-11-29 00:38:05,-5.3166,119.3661,80.62,78,100,9.71
430,430,Akom,CM,2021-11-29 00:38:05,2.6678,12.7109,67.86,79,100,2.37
431,431,Oussouye,SN,2021-11-29 00:38:06,12.485,-16.5469,78.89,48,86,5.77
432,432,Los Llanos De Aridane,ES,2021-11-29 00:38:06,28.6585,-17.9182,62.35,72,90,14.97
433,433,Nunoa,PE,2021-11-29 00:38:06,-14.48,-70.6411,44.83,81,86,7.4
434,434,Deputatskiy,RU,2021-11-29 00:38:07,69.3,139.9,-12.53,96,100,4.88
435,435,Yamethin,MM,2021-11-29 00:38:07,20.4333,96.15,69.19,82,76,4.09
436,436,Pevek,RU,2021-11-29 00:38:07,69.7008,170.3133,2.44,95,100,1.7
437,437,Mangan,IN,2021-11-29 00:38:08,27.5167,88.5333,56.7,49,1,6.02
438,438,Krasnorechenskiy,RU,2021-11-29 00:38:08,44.6265,135.3532,34.97,85,40,10.22
439,439,Zemio,CF,2021-11-29 00:38:08,5.0314,25.1361,71.37,82,96,3.33
440,440,Oranjemund,,2021-11-29 00:38:09,-28.55,16.4333,60.64,93,4,3.11
441,441,Mayor Pablo Lagerenza,PY,2021-11-29 00:38:09,-19.9309,-60.7718,71.11,91,100,8.25
442,442,Santa Rosa De Lima,SV,2021-11-29 00:38:10,13.6247,-87.8936,82.4,56,0,4.34
443,443,Kailua,US,2021-11-29 00:38:10,21.4022,-157.7394,84.18,61,75,14.97
444,444,Srivardhan,IN,2021-11-29 00:38:10,18.0333,73.0167,72.66,56,100,7.72
445,445,Kyra,RU,2021-11-29 00:38:11,49.5776,111.9753,6.94,86,98,3.42
446,446,Tungor,RU,2021-11-29 00:38:11,53.3808,142.9564,22.68,68,100,10.11
447,447,Egvekinot,RU,2021-11-29 00:38:11,66.3167,-179.1667,-4.27,94,100,1.86
448,448,La Ronge,CA,2021-11-29 00:38:12,55.1001,-105.2842,25.05,68,90,11.5
449,449,La Asuncion,VE,2021-11-29 00:38:12,11.0333,-63.8628,89.33,70,82,11.5
450,450,Trojes,AL,2021-11-29 00:38:13,41.756,19.962,52.29,89,100,10.36
451,451,Necocli,CO,2021-11-29 00:38:13,8.4234,-76.786,77.83,88,98,3.96
452,452,Zhuhai,CN,2021-11-29 00:39:14,22.2769,113.5678,69.58,73,0,14.97
453,453,Laguna,US,2021-11-29 00:36:12,38.421,-121.4238,68.5,59,1,4.61
454,454,Okha,RU,2021-11-29 00:39:14,53.5739,142.9478,22.84,64,100,11.83
455,455,Wanaka,NZ,2021-11-29 00:37:54,-44.7,169.15,73.09,36,0,3.24
456,456,Dauphin,CA,2021-11-29 00:39:14,51.1494,-100.0502,24.94,74,90,14.97
457,457,Benjamin Constant,BR,2021-11-29 00:39:15,-4.3831,-70.0311,80.73,88,98,2.17
458,458,Telde,ES,2021-11-29 00:36:08,27.9924,-15.4192,62.82,72,75,16.11
459,459,Ankazoabo,MG,2021-11-29 00:39:15,-22.2833,44.5167,65.03,69,2,3.4
460,460,Awjilah,LY,2021-11-29 00:39:16,29.1081,21.2869,74.7,21,96,14.52
461,461,La Rioja,ES,2021-11-29 00:39:16,42.25,-2.5,35.38,98,100,14.88
462,462,Abu Dhabi,AE,2021-11-29 00:35:15,24.4667,54.3667,75.22,60,40,6.91
463,463,High Rock,BS,2021-11-29 00:39:17,26.6208,-78.2833,69.82,65,78,7.34
464,464,Hirara,JP,2021-11-29 00:39:17,24.8,125.2833,71.87,88,75,17.27
465,465,Jinka,ET,2021-11-29 00:39:18,5.65,36.65,63.68,71,3,3.09
466,466,Zhangjiakou,CN,2021-11-29 00:38:01,40.81,114.8794,30.45,57,100,5.73
467,467,Kyren,RU,2021-11-29 00:39:18,51.6828,102.1408,8.91,81,60,2.55
468,468,Inza,RU,2021-11-29 00:39:19,53.8533,46.3586,35.08,100,100,6.24
469,469,Kokopo,PG,2021-11-29 00:39:19,-4.352,152.2633,83.32,73,100,4.74
470,470,Lososina,RU,2021-11-29 00:39:19,48.9975,140.3106,29.37,71,100,3.22
471,471,Fort Nelson,CA,2021-11-29 00:36:40,58.8053,-122.7002,-2.61,78,40,4.61
472,472,Cairns,AU,2021-11-29 00:39:20,-16.9167,145.7667,84.15,74,40,9.22
473,473,Meulaboh,ID,2021-11-29 00:39:20,4.1363,96.1285,75.74,88,100,3.04
474,474,Alta Floresta,BR,2021-11-29 00:39:20,-9.8756,-56.0861,73.96,91,100,2.46
475,475,Nikolayevka,RU,2021-11-29 00:39:21,53.1257,47.2041,34.92,99,100,4.68
476,476,Kushima,JP,2021-11-29 00:39:21,31.4583,131.2333,51.31,59,65,5.03
477,477,Neverkino,RU,2021-11-29 00:39:22,52.7854,46.7417,33.98,100,100,6.69
478,478,Malaya Serdoba,RU,2021-11-29 00:39:22,52.4661,44.9512,35.78,100,100,7.76
479,479,Capanema,BR,2021-11-29 00:39:22,-1.1958,-47.1808,75.63,88,14,3.4
480,480,Chapais,CA,2021-11-29 00:39:23,49.7834,-74.8492,10.18,98,87,2.71
481,481,Baruun-Urt,MN,2021-11-29 00:39:23,46.6806,113.2792,11.68,95,71,8.05
482,482,Santa Cruz De La Palma,ES,2021-11-29 00:39:23,28.6835,-17.7642,66.34,72,90,14.97
483,483,Sandy Bay,AU,2021-11-29 00:39:24,-42.913,147.3532,64.29,63,20,10.36
484,484,Saint George,US,2021-11-29 00:37:01,37.1041,-113.5841,70.27,19,1,0.0
485,485,Boffa,GN,2021-11-29 00:39:24,10.1667,-14.0333,78.49,89,85,1.43
486,486,Medea,DZ,2021-11-29 00:39:25,36.2642,2.7539,38.26,77,45,11.54
487,487,Shirgaon,IN,2021-11-29 00:39:18,19.7,72.7,73.67,47,100,5.97
488,488,Kihei,US,2021-11-29 00:39:25,20.785,-156.4656,84.22,54,40,23.02
489,489,Peleduy,RU,2021-11-29 00:39:26,59.6289,112.7406,9.3,96,100,5.48
490,490,Dubbo,AU,2021-11-29 00:39:26,-32.25,148.6167,62.73,77,90,12.66
491,491,Kiyasovo,RU,2021-11-29 00:39:26,56.3491,53.1244,30.7,96,100,11.21
492,492,Jawhar,SO,2021-11-29 00:39:27,2.7809,45.5005,73.98,90,4,4.14
493,493,Dhidhdhoo,MV,2021-11-29 00:38:26,6.8833,73.1,80.29,79,94,9.15
494,494,Oksovskiy,RU,2021-11-29 00:40:27,62.6062,39.8984,8.96,93,100,5.23
495,495,Lompoc,US,2021-11-29 00:40:27,34.6391,-120.4579,77.14,47,1,9.22
496,496,Micheweni,TZ,2021-11-29 00:40:28,-4.9667,39.8333,78.91,77,11,2.28
497,497,Waitati,NZ,2021-11-29 00:40:28,-45.75,170.5667,68.92,45,11,4.7
498,498,Vilyuysk,RU,2021-11-29 00:40:29,63.7553,121.6247,-21.68,100,78,3.09
499,499,Cap Malheureux,MU,2021-11-29 00:40:29,-19.9842,57.6142,72.09,68,2,7.85
500,500,Borgo San Lorenzo,IT,2021-11-29 00:40:29,43.9553,11.3835,35.6,91,100,2.77
501,501,Pacific Grove,US,2021-11-29 00:38:30,36.6177,-121.9166,70.0,48,1,0.0
502,502,Lengshuitan,CN,2021-11-29 00:40:30,26.4111,111.5956,56.53,63,63,3.24
503,503,Soyo,AO,2021-11-29 00:40:30,-6.1349,12.3689,78.21,89,100,6.15
504,504,Tucuman,AR,2021-11-29 00:40:30,-26.8241,-65.2226,77.0,57,75,2.3
505,505,Clinton,US,2021-11-29 00:39:45,42.587,-82.9199,35.62,100,90,12.66
506,506,Pestravka,RU,2021-11-29 00:40:31,52.405,49.9583,33.57,95,100,7.74
507,507,Luangwa,ZM,2021-11-29 00:40:31,-15.6167,30.4167,68.9,67,5,1.68
508,508,Tumpat,MY,2021-11-29 00:40:32,6.1978,102.171,73.45,100,40,0.0
509,509,Rafaela,AR,2021-11-29 00:40:12,-31.2503,-61.4867,63.45,68,0,6.49
510,510,Keningau,MY,2021-11-29 00:40:32,5.3378,116.1602,75.65,85,100,1.92
511,511,Teya,RU,2021-11-29 00:38:30,60.3778,92.6267,2.64,96,90,4.9
512,512,Bogotol,RU,2021-11-29 00:40:33,56.2078,89.5342,17.62,90,100,13.76
513,513,Abnub,EG,2021-11-29 00:40:33,27.2696,31.1511,69.57,22,4,4.27
514,514,Atar,MR,2021-11-29 00:40:25,20.5169,-13.0499,62.91,41,100,10.58
515,515,Mukono,UG,2021-11-29 00:40:34,0.3533,32.7553,62.53,96,69,0.49
516,516,Sorland,NO,2021-11-29 00:37:25,67.667,12.6934,34.38,42,100,16.96
517,517,Obera,AR,2021-11-29 00:40:34,-27.4871,-55.1199,66.18,98,100,3.18
518,518,Kalengwa,ZM,2021-11-29 00:40:34,-13.4659,25.0027,60.93,93,40,2.08
519,519,Preston,GB,2021-11-29 00:40:35,53.7667,-2.7167,30.18,89,87,4.23
520,520,Nueva Loja,EC,2021-11-29 00:40:35,0.0847,-76.8828,73.38,93,100,1.5
521,521,Energetik,RU,2021-11-29 00:40:36,51.7445,58.7934,18.18,92,100,1.9
522,522,Maniitsoq,GL,2021-11-29 00:40:36,65.4167,-52.9,35.55,94,100,27.83
523,523,Marawi,PH,2021-11-29 00:40:36,7.9986,124.2928,78.03,72,19,2.51
524,524,Severomuysk,RU,2021-11-29 00:40:37,56.1481,113.4267,-5.4,98,100,3.36
525,525,Vila Franca Do Campo,PT,2021-11-29 00:40:37,37.7167,-25.4333,59.41,64,86,3.44
526,526,Aranda De Duero,ES,2021-11-29 00:40:37,41.6704,-3.6892,42.21,93,100,22.37
527,527,Huilong,CN,2021-11-29 00:40:38,31.8111,121.655,59.56,87,81,6.8
528,528,Carbonia,IT,2021-11-29 00:40:38,39.1672,8.5222,43.45,80,99,9.37
529,529,Toba,JP,2021-11-29 00:40:38,34.4833,136.85,46.4,59,7,6.22
530,530,Aleksandrov Gay,RU,2021-11-29 00:40:39,50.147,48.5704,36.21,83,71,8.43
531,531,Jardim,BR,2021-11-29 00:40:39,-21.4803,-56.1381,72.88,97,100,5.73
532,532,Kollam,IN,2021-11-29 00:40:39,8.8833,76.6,75.07,90,100,8.08
533,533,Great Yarmouth,GB,2021-11-29 00:37:17,52.6083,1.7305,35.85,69,38,15.14
534,534,Bethanien,,2021-11-29 00:40:40,-26.502,17.1583,63.86,41,6,1.99
535,535,Itoman,JP,2021-11-29 00:40:40,26.1247,127.6694,68.77,90,75,10.36
536,536,Hay River,CA,2021-11-29 00:40:40,60.8156,-115.7999,4.98,72,75,14.97
537,537,Vostok,RU,2021-11-29 00:40:41,46.4856,135.8833,28.13,94,99,6.26
